filepath,emotion
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Sad/OAF_jug_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1056_TIE_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1001_ITH_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Sad/OAF_death_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-05-01-02-01-14.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_08/03-01-07-02-01-01-08.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1015_IWW_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1006_IEO_SAD_HI.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-01-09.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-08-01-01-01-14.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1089_IEO_HAP_MD.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1082_IEO_HAP_MD.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_limb_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1042_IEO_ANG_HI.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_18/03-01-05-01-01-02-18.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/YAF_disgust/YAF_good_disgust.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1009_TAI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_16/03-01-02-02-01-01-16.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_14/03-01-02-01-02-01-14.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_13/03-01-02-01-02-01-13.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1011_TIE_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1026_ITS_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1048_TAI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-02-01-02-02-01.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1051_TIE_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/TESS/OAF_neutral/OAF_bean_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_09/03-01-07-02-02-02-09.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_21/03-01-04-01-02-01-21.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1076_TIE_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1078_WSI_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_02/03-01-05-01-01-01-02.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Fear/OAF_chief_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_seize_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_15/03-01-03-02-02-02-15.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_09/03-01-02-02-01-02-09.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Fear/OAF_phone_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_24/03-01-05-02-01-02-24.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1036_DFA_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1043_IEO_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav,sad
/Users/priyanshuparashar/speech/dataset/TESS/OAF_happy/OAF_dog_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_king_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1037_DFA_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1025_ITS_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1091_TIE_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-08-02-02-02-14.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_11/03-01-08-01-02-02-11.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_09/03-01-08-01-02-02-09.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1056_MTI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_08/03-01-07-01-02-01-08.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1039_IEO_ANG_MD.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1063_IWL_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_07/03-01-02-02-02-01-07.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1057_IOM_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_16/03-01-07-01-02-02-16.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1030_WSI_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1084_DFA_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1054_IWL_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1020_IWL_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1017_WSI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1056_ITH_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1024_IOM_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_15/03-01-03-01-01-02-15.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_12/03-01-02-01-02-01-12.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/YAF_neutral/YAF_deep_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_01/03-01-02-02-01-01-01.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_01/03-01-07-02-02-01-01.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1040_TAI_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1089_WSI_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1020_IOM_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-02-01-02-02-14.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1066_MTI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_07/03-01-02-02-01-02-07.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_13/03-01-06-02-02-01-13.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1064_DFA_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1030_ITH_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1019_TAI_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1052_ITS_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_12/03-01-07-02-01-02-12.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1073_MTI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_05/03-01-05-02-01-01-05.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_12/03-01-03-01-01-02-12.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1052_DFA_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_22/03-01-02-01-02-01-22.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1037_ITS_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/TESS/OAF_neutral/OAF_bone_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1066_MTI_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_03/03-01-08-02-01-01-03.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_tough_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1015_TIE_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_16/03-01-02-02-01-01-16.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_02/03-01-06-02-01-01-02.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_21/03-01-05-01-02-02-21.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/YAF_sad/YAF_pike_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1033_IEO_ANG_HI.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-02-07.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1088_ITS_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_hush_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_dip_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Fear/OAF_bought_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_time_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_21/03-01-08-01-01-01-21.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/OAF_neutral/OAF_food_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1045_IOM_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1054_IEO_ANG_HI.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/OAF_happy/OAF_rag_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_21/03-01-08-01-02-01-21.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1013_IOM_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/OAF_disgust/OAF_hate_disgust.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-07-02-01-02-14.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1070_IWL_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_18/03-01-08-02-01-02-18.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_16/03-01-08-02-01-01-16.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/OAF_happy/OAF_week_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_21/03-01-05-01-01-01-21.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_11/03-01-01-01-01-02-11.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1044_IOM_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1028_TAI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1026_ITH_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1037_ITS_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_08/03-01-08-02-02-01-08.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_10/03-01-02-01-01-01-10.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1021_IEO_SAD_HI.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_20/03-01-02-01-02-01-20.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_02/03-01-02-01-01-01-02.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1065_TIE_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1078_IEO_HAP_MD.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1004_IOM_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1048_IWW_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1078_IEO_SAD_MD.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1050_ITH_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1080_IEO_HAP_LO.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1072_IEO_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_22/03-01-04-02-01-01-22.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_16/03-01-01-01-01-02-16.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1048_DFA_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1091_TIE_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1091_TAI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1047_IEO_SAD_MD.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1025_MTI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_should_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/YAF_happy/YAF_red_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1027_TAI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1068_WSI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_23/03-01-06-02-01-02-23.wav,fear
/Users/priyanshuparashar/speech/dataset/TESS/OAF_disgust/OAF_red_disgust.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-03-01-02-02-14.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_mill_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-07-01-02-02-14.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1012_ITH_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1056_TIE_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1058_IEO_DIS_LO.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1005_TSI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1025_IEO_DIS_LO.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_12/03-01-02-02-02-01-12.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_17/03-01-05-02-02-02-17.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_20/03-01-02-02-02-01-20.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_19/03-01-07-01-01-02-19.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_shawl_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_23/03-01-02-02-01-01-23.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1027_IWW_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1045_IWL_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_kick_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1062_ITS_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1071_IEO_SAD_HI.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1002_ITS_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_20/03-01-02-02-01-01-20.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Fear/OAF_knock_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1056_TAI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_19/03-01-06-02-02-01-19.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1005_MTI_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_laud_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_18/03-01-08-01-01-02-18.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1006_DFA_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1058_ITH_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1073_IEO_ANG_HI.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1081_TAI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1082_IWL_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_09/03-01-02-01-02-02-09.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_17/03-01-02-01-01-01-17.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1056_IOM_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1036_TSI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1005_WSI_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1053_IEO_FEA_HI.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1033_WSI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_24/03-01-02-01-01-01-24.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_17/03-01-08-02-02-01-17.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Sad/OAF_burn_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1019_ITS_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1004_IWL_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-01-11.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1079_ITS_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1068_ITH_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1022_IEO_ANG_HI.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_moon_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_06/03-01-01-01-02-02-06.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1016_IEO_ANG_MD.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-02-05.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_05/03-01-08-02-01-02-05.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1086_TSI_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1074_IEO_ANG_MD.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1068_DFA_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_22/03-01-05-02-02-01-22.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1013_IOM_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_24/03-01-08-01-01-02-24.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_22/03-01-05-02-01-02-22.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/YAF_disgust/YAF_mop_disgust.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_12/03-01-02-01-01-02-12.wav,calm
